latency_ns
17100
15800
16000
16100
15900
20500
15200
15800
15300
15600
15300
20700
15300
15200
15200
15600
15300
15200
20300
15300
15700
15400
15300
15600
20600
15200
15300
15600
15800
15200
20400
15400
15200
15200
15300
15400
20200
15200
15300
15200
15300
15200
20700
15300
15200
15700
15200
15300
20200
15200
15200
15300
15400
15300
20500
15200
15200
15100
15200
15200
20300
15200
15200
15400
15300
15200
20500
15900
15400
15300
15200
15100
15400
20600
15100
15100
15300
15400
15300
20600
15100
15300
15200
15100
26300
20700
15300
15300
15300
15200
15200
20400
15200
15300
15200
15300
15200
20500
15200
15100
17000
15300
15200
20500
15200
15300
15200
15200
15100
20800
15200
15300
15200
15200
15300
20200
15200
15300
15200
15300
15200
15200
20700
15100
15300
15100
15100
15200
20600
15400
15300
15200
15200
15400
20600
15200
15300
15200
15100
15100
20700
15100
15200
15200
15200
15400
20300
15400
15200
15200
15300
15200
21800
15300
15200
15300
15200
15100
20800
15300
15200
15100
15200
15300
20400
15200
15400
15100
15200
15300
20600
15200
15200
15300
15300
15200
15300
20400
15300
15100
15300
15300
15300
20500
15200
15200
15300
15300
15200
20800
15200
15200
15300
15200
15100
20400
15200
15300
15100
15200
15200
20700
15300
15300
15200
15300
15200
20600
15200
15200
15200
15300
15200
20500
15200
18200
15300
15300
15400
20800
15200
15300
15300
15300
15300
15200
20300
15200
15400
15300
15200
15200
20400
15200
15200
15200
15200
15400
20900
15200
15400
15300
15200
15300
20700
15200
15200
15300
15300
15600
20800
15300
15200
15300
15400
15400
20500
15300
15300
15300
15300
15200
20700
15200
15400
15100
15200
15400
20400
15300
15300
15300
15300
15300
20400
15300
15300
15200
15200
15200
15400
20500
15700
15300
15100
15300
15200
20800
15200
15200
15300
15300
15300
20600
15300
15100
15400
15200
15200
20600
15200
15300
15200
15200
15100
20700
15400
15200
15300
15200
15200
20400
15300
15200
15200
15200
15200
20300
15200
17900
15200
15200
15100
20400
15200
15300
15300
15400
15200
15300
20500
15300
15300
15100
15300
15300
20600
15300
15400
15300
15100
15300
20700
15300
15200
15400
15200
15200
20300
15200
15200
15200
15200
15300
20700
15400
15200
15400
15400
15300
20600
15300
15300
15300
15200
15300
20400
15200
15200
15200
15300
15200
20500
15300
15200
15200
15200
15300
20300
15300
15200
15300
15200
15400
15500
20600
15200
15200
15200
15300
15200
20600
15300
15200
15300
15200
15200
20400
15100
15200
15400
15100
15300
20500
15200
15300
15100
15300
15300
21100
15400
15200
15200
15300
15100
20600
15200
15200
15400
15300
15300
20500
15200
15400
15200
15400
15300
20800
15200
15200
15200
15300
15200
15200
20500
15300
15400
15100
15300
15200
20200
15200
15200
15200
15200
15300
20300
15300
15300
15200
15200
15300
20700
15300
15100
15300
15200
15500
20400
15200
15300
15300
15200
15400
20700
15300
15300
15400
15300
15200
20600
15200
15400
15200
15200
15400
20400
15300
15300
15300
15400
15200
20400
15300
15200
15200
15200
15200
15300
20400
15200
15200
15400
15400
15200
20500
15200
15200
15300
15400
15200
20600
15400
15200
15200
15300
15200
20500
15300
15300
15300
15300
15300
20700
15300
15300
15300
15200
15300
20600
15200
15300
15200
15200
15300
20500
15200
15900
15200
15300
15200
20400
15200
15200
15200
15400
15200
15200
20600
15200
15400
15200
15200
15200
20300
15300
15300
15200
15200
15100
20700
15200
15300
15200
15200
15400
20700
15100
15100
15300
17000
15300
20900
15100
15300
15200
15300
15200
20600
15200
15300
15200
15300
15200
20500
15300
15300
15400
15200
15300
20500
15400
15200
15200
15200
15200
20300
15400
15200
15200
15200
15200
15200
20500
15100
15200
15200
15400
15300
21100
15300
15300
15200
15200
15400
20600
15300
15100
15300
15200
15200
20800
15300
15400
15200
15200
15200
20500
15300
15200
15200
15200
15200
20400
15400
15400
15200
15100
15300
20600
15300
15200
15200
21000
15200
20400
15200
15200
15300
15200
15300
15100
20600
15200
15300
15300
15200
15100
20400
15300
15300
15200
15300
15100
20600
15200
15300
15200
15100
15300
20500
15200
15300
15300
15300
15300
20700
15400
15200
15300
15200
15200
20600
15200
16200
17500
17800
17600
22200
16500
16600
17200
16800
17700
24300
17400
16900
17300
16500
15600
20800
15400
15400
15300
15400
15300
15300
20400
15300
15400
15400
15300
15200
20600
15200
15100
15600
15300
15200
20700
15400
15200
15200
15200
15300
20600
15200
15300
15200
15300
15300
20500
15300
15200
15200
15400
15200
20800
15200
15300
15400
15100
15400
20600
15200
15500
15300
17000
16700
20600
15500
15600
15400
15500
15400
15200
20700
15400
15100
15300
15300
15200
20600
15300
15500
15300
15300
15200
20600
15200
15200
15200
15200
15300
21000
15400
15400
15800
15300
15200
20800
15400
15200
15200
15300
15300
20400
15200
15300
15400
15200
15200
20600
15200
15200
15300
15300
15500
20700
15900
15400
15400
15400
15300
20600
15200
15200
15700
15300
15500
15200
20500
15300
15300
15400
15300
15200
20500
15200
15300
15200
15200
15300
20400
15200
15200
15400
15200
15400
20400
15200
15300
15400
15400
15200
20600
15200
15200
15300
15200
15300
20500
15500
15300
15300
16200
15400
20500
15200
15400
15200
15300
15400
20200
15200
15400
15300
15300
15400
15400
20600
15200
15200
15100
15200
15400
20700
15300
15200
15100
15400
15100
20600
15200
15200
15300
15200
15300
20500
15200
15300
15100
15100
15100
20800
15300
15300
15400
15300
15400
20700
15400
15300
15200
15300
15400
20500
15300
15300
15300
15200
15400
21300
15100
15100
15300
15300
15300
20300
15300
15300
15200
15200
15500
15300
20900
15400
15600
15200
15200
15200
20700
15200
15100
15300
15700
15200
20500
15400
15300
15300
15300
15200
20700
15400
15400
15200
15400
15300
20600
15200
15100
15200
15200
15100
20600
15100
15400
15200
15300
15200
20300
15300
15200
15200
15200
15300
20300
15400
15200
15300
15200
15200
15300
20700
15300
15500
15500
15300
15200
20600
15200
15300
15300
15300
15300
20500
15200
15200
15500
15400
15200
20600
15100
15300
15300
15300
15100
20400
15600
15200
15300
15400
15600
20400
15200
15200
15300
15200
15300
20400
15300
15300
15300
15300
15400
20700
15200
15300
15200
15200
15200
20400
15200
15200
15200
15300
15200
15200
20700
15300
15400
15100
15600
15200
20500
15200
15300
15300
15300
15100
20600
15300
15300
15200
15400
15300
20600
15300
15300
15200
15300
15200
20600
15200
15300
15400
15200
15400
20700
15200
15600
15200
15300
15200
20300
15500
15400
15500
15200
15100
20400
15300
15200
15200
15300
15300
15300
20500
15200
15300
15300
15300
15100
20200
15300
15300
15300
15200
15200
20500
15400
15500
15200
15200
15100
20200
15400
15500
15200
15300
15300
20500
15200
15300
15200
15300
15700
20500
15400
15100
15300
15000
15300
20700
15300
15300
15400
15400
15300
20700
15400
15200
15400
15300
15300
20700
15200
15200
15300
15200
15200
15400
20300
15200
15400
15200
15300
15400
20500
15200
15300
15200
15100
15200
20800
15200
15300
15300
15200
15300
20700
15400
15100
15200
15300
15200
20500
15100
15200
15300
15400
15200
20700
15300
15400
15100
15200
15200
20500
15300
15100
15200
15400
15200
20700
15200
15300
15100
15500
15500
15400
20400
15300
15300
15100
15300
15300
20700
15200
15400
15300
15300
15100
20500
15600
15300
15200
15200
15100
20300
16500
15200
15200
15600
15400
20300
15300
15300
15300
15400
15200
20600
15300
15400
15200
15200
15200
20300
15300
15300
15400
15300
15300
20200
15100
15300
15300
15300
15300
20800
15200
15200
15900
21000
15600
15400
21000
15300
15400
15400
15300
15400
21300
15300
15100
15000
15100
15400
20700
15100
15400
15300
15200
15300
20300
15200
15200
15500
15700
15200
20200
15200
15400
15300
15300
15300
20700
15700
15200
15200
15300
15300
20400
15300
15300
15100
15200
15200
20700
15200
15200
15300
15200
15300
15500
20800
15200
15200
15300
15300
15200
20400
15300
15400
15100
15200
15300
20600
15400
15300
15400
15300
15200
20700
15200
15300
15400
15200
15100
20500
15100
15300
15400
15200
15400
20500
15300
15100
15300
15300
15100
20400
15200
15200
15300
15200
15200
20700
15300
15200
15400
15100
15200
20500
15200
15400
15300
15300
15200
15200
20700
15200
15200
15300
15400
15400
20500
15200
15200
15200
15100
15300
20600
15200
15100
15000
15300
15200
20600
15100
15300
15400
15200
15200
20700
15300
15300
15200
15200
15300
20600
15400
15200
15400
15200
15200
20600
15200
15100
15300
15100
15200
20300
15400
15300
15300
15400
15400
15300
20700
15100
15200
15300
15300
15300
20500
15300
15200
15400
15200
15200
20500
15400
15100
15300
15300
15200
20300
15300
15100
15200
15300
15100
20500
15300
15200
15200
15200
15400
20400
15200
15300
15300
15300
15200
20500
15200
15300
15200
15300
15200
20500
15200
15300
15300
15200
15100
20800
15300
15400
15100
15200
15200
15200
20500
15200
15300
15200
15300
15300
20700
15200
15200
15200
15200
15200
20900
15200
15300
15200
15200
15300
20500
15200
15300
15300
15200
15300
20800
15200
15400
15100
15200
15200
20600
15400
15300
15300
15200
15200
20800
15100
15200
15200
15300
15200
20500
15300
15100
15500
15400
15600
16900
20400
15300
15200
15600
15000
15300
20600
15300
15200
15100
15200
15200
20500
15500
15200
15100
15300
15100
20500
15400
15200
15200
15300
15400
20800
15200
15300
15300
15100
15400
21100
15300
15300
15100
15200
15200
20600
15200
15200
15200
15300
15200
20600
15100
15400
15300
15400
15300
20400
15300
15400
15200
15100
15300
15400
20800
15200
15200
15200
15300
15400
20500
15100
15200
15300
15300
15200
20200
15300
15200
15300
15300
15300
20600
15200
15100
15300
15100
15200
21000
15300
15400
15400
15100
15200
20300
15300
15200
15400
15400
15300
20500
15400
15200
15100
15200
15200
21000
15300
15400
15300
15200
15300
15100
20600
15300
15300
15300
15100
15200
20500
15200
15400
15200
15300
15300
20400
15300
15300
23200
15300
15300
20600
15200
15300
15300
15200
15300
20700
15200
63400
31400
30700
31400
41400
30900
30600
30400
30500
30800
45800
33100
35000
32900
33000
33100
44500
24000
15400
16700
16400
15300
20800
15500
15400
15200
15500
16000
15200
20800
15100
15200
17500
16800
15300
20600
15300
16200
15800
15400
24200
20600
15300
15300
15400
15500
15200
20600
15400
15400
15500
15800
15300
20800
15300
15300
15300
15400
15400
20700
15300
15200
15500
15300
15400
20800
15200
15200
15400
15400
15300
20700
15500
15700
15300
15400
15100
15400
20700
15300
15100
15300
15300
15200
20700
15400
15200
15200
15200
15500
20400
15400
15200
15400
15200
15200
20500
15800
15400
15300
15200
15300
20500
15200
15500
15400
15200
15500
20600
15200
15300
15200
15300
15700
20600
15200
15500
15400
15200
15200
20400
15300
15300
15300
15100
15300
20400
15300
15200
15200
15300
15300
15400
20600
15300
15100
15200
15400
15300
20600
15300
15300
15200
15300
15200
20500
15400
15400
15300
15300
15300
20400
15100
15700
15200
15200
15200
20500
15500
15500
15300
15400
15500
21000
15200
15200
15400
15200
15200
20500
15300
15400
15200
15200
15200
20500
15300
15100
15200
15200
15200
15200
20800
15500
15200
15300
15200
15300
20600
15300
15100
15200
15100
15300
20400
15300
15200
15300
15200
15300
21000
15300
15200
15300
15200
15300
20900
15300
15300
15300
15300
15600
20600
15400
15200
15400
15200
15500
20700
15200
15500
16100
15300
15200
20500
15200
15300
15400
15200
15300
20600
15300
15300
15300
15200
15200
15400
20500
15100
15200
15300
15400
15200
20800
15100
15300
15200
15400
15200
20700
15300
15200
15300
15500
15400
20700
15200
15300
15300
15300
15300
20400
15200
15400
15100
15400
15200
20500
15200
15200
15200
15700
15500
20800
15100
15300
15200
15200
15300
20400
15100
15300
15200
15500
15200
15200
20600
15300
15500
15400
15300
15200
20400
15300
15400
15300
15300
15200
20600
15400
15200
15200
15400
15600
21000
15400
15500
15600
15500
15400
20600
15100
15500
15100
15300
15400
20500
15500
15200
15200
15200
15300
20500
15200
15300
15100
15000
15400
20500
15200
15400
15300
15300
15300
20700
15200
15400
15400
15500
15200
15400
20900
15200
15200
15200
15200
15300
20600
15200
15200
15400
15200
15500
20600
15200
15400
15100
15200
15200
20500
15100
15300
15300
15500
15300
20700
15200
15200
15300
15200
15200
20300
15200
15300
15100
15200
15200
20700
15200
15300
15300
15300
16000
20900
15100
15200
15200
15200
15200
15300
